case_id,N_st,n_x,n_y,l_x_mm,l_y_mm,C_G1_Corner_b,C_G1_Edge_b,C_G1_Interior_b,B_G1_Edge_b,B_G1_Edge_h,B_G1_Interior_b,B_G1_Interior_h,C_G2_Corner_b,C_G2_Edge_b,C_G2_Interior_b,B_G2_Edge_b,B_G2_Edge_h,B_G2_Interior_b,B_G2_Interior_h,C_G3_Corner_b,C_G3_Edge_b,C_G3_Interior_b,B_G3_Edge_b,B_G3_Edge_h,B_G3_Interior_b,B_G3_Interior_h
0,6,5,5,4800,4200,550,550,550,150,450,150,450,550,550,550,150,450,150,450,550,550,550,150,450,150,450
1,8,5,3,6600,5400,650,650,650,200,400,200,400,650,650,650,150,400,200,400,650,650,650,150,400,200,400
2,10,7,5,4200,6600,450,450,450,350,550,350,550,450,450,450,350,550,350,550,450,450,450,350,550,350,550
3,8,10,5,6000,4200,650,650,650,250,700,250,700,650,650,650,150,450,150,450,500,650,650,150,450,150,450
4,10,8,5,5400,4800,400,400,550,200,450,200,450,400,400,550,200,450,200,450,400,400,550,200,450,200,450
5,6,10,5,3600,6600,800,800,800,400,750,400,750,800,800,800,400,750,400,750,800,800,800,150,400,400,750
6,10,7,4,3600,3600,650,650,650,200,500,400,700,650,650,650,200,500,400,700,400,400,400,200,500,400,700
7,7,10,4,5400,6600,650,650,650,200,500,200,500,650,650,650,200,500,200,500,650,650,650,200,500,200,500
8,10,9,4,4200,7200,750,750,750,200,600,200,600,750,750,750,200,600,200,600,750,750,750,200,600,200,600
9,6,8,5,3600,3600,550,800,800,350,600,350,600,550,800,800,250,500,350,600,550,800,800,250,500,350,600
10,8,5,3,6000,5400,500,500,800,300,450,300,450,500,500,800,300,450,300,450,500,500,800,300,450,300,450
11,7,10,5,4800,5400,400,400,650,200,600,200,600,400,400,650,150,400,150,400,400,400,650,150,400,150,400
12,8,7,3,5400,7200,800,800,800,150,450,300,650,400,400,400,150,450,300,650,400,400,400,150,450,300,650
13,7,10,5,7200,4800,400,800,800,250,450,250,450,400,800,800,250,450,250,450,400,800,800,150,400,250,450
14,9,6,3,4800,4800,400,400,400,300,800,300,800,400,400,400,300,800,300,800,400,400,400,150,450,300,800
15,6,6,5,4800,7200,700,700,700,200,500,250,750,700,700,700,200,500,250,750,700,700,700,200,500,250,750
16,8,10,5,5400,6600,800,800,800,200,600,200,600,800,800,800,150,400,200,600,400,400,400,150,400,200,600
17,6,9,5,6600,6600,550,550,550,300,650,300,650,550,550,550,300,650,300,650,550,550,550,300,650,300,650
18,9,9,3,4800,4800,550,550,550,250,550,250,550,550,550,550,250,400,250,550,500,550,550,250,400,250,550
19,6,6,4,6000,7200,450,450,450,200,600,200,600,450,450,450,200,600,200,600,450,450,450,150,450,150,450
20,10,9,4,7200,5400,750,800,800,400,800,400,800,750,800,800,400,800,400,800,750,800,800,400,800,400,800
21,7,10,3,3600,5400,700,700,700,250,450,350,600,700,700,700,250,450,250,500,400,400,700,250,450,250,500
22,6,8,4,6600,6600,700,700,700,400,600,400,600,400,600,600,400,600,400,600,400,600,600,200,500,200,500
23,10,5,4,4200,6600,450,450,450,250,500,250,500,400,400,450,250,450,250,450,400,400,450,150,400,150,400
24,8,5,5,3600,4800,700,700,700,250,400,250,400,700,700,700,250,400,250,400,700,700,700,250,400,250,400
25,6,9,5,4800,3600,700,700,700,200,450,300,550,650,650,650,200,450,300,550,650,650,650,200,450,300,550
26,9,9,5,6600,5400,650,650,650,300,550,300,550,650,650,650,300,550,300,550,650,650,650,300,550,300,550
27,6,5,4,4200,5400,550,550,550,300,550,300,550,550,550,550,200,400,300,550,550,550,550,200,400,300,550
28,10,9,5,4800,3600,550,550,550,250,450,250,450,550,550,550,250,450,250,450,550,550,550,200,400,200,400
29,6,8,4,3600,6000,400,400,400,250,500,250,500,400,400,400,250,400,250,400,400,400,400,250,400,250,400
30,7,9,4,5400,5400,500,600,600,300,500,300,500,400,600,600,300,500,300,500,400,450,450,300,500,300,500
31,9,5,5,4200,4800,550,550,550,250,550,250,550,400,400,550,150,400,150,400,400,400,550,150,400,150,400
32,9,10,4,6600,5400,600,600,600,150,400,150,450,600,600,600,150,400,150,450,600,600,600,150,400,150,450
33,10,10,4,4800,4200,700,700,700,150,450,400,700,700,700,700,150,450,400,700,700,700,700,150,400,150,400
34,10,8,4,3600,4200,800,800,800,250,400,400,700,800,800,800,250,400,400,700,750,750,800,250,400,400,700
35,6,8,3,6600,7200,500,500,500,400,600,400,600,500,500,500,200,500,200,500,400,400,400,150,450,200,500
36,8,9,5,6600,5400,500,500,500,300,450,300,450,500,500,500,300,450,300,450,400,400,400,300,450,300,450
37,7,8,3,4200,6000,650,650,650,250,500,250,500,650,650,650,250,500,250,500,650,650,650,250,400,250,500
38,6,9,3,4200,6600,400,400,600,200,600,200,600,400,400,600,150,400,150,400,400,400,600,150,400,150,400
39,8,7,4,5400,4200,550,550,550,250,500,250,500,550,550,550,250,500,250,500,550,550,550,250,450,250,500
40,9,10,4,5400,7200,600,600,600,350,650,350,650,600,600,600,350,650,350,650,500,500,600,200,450,200,450
41,7,9,4,6600,7200,400,500,500,150,400,200,550,400,500,500,150,400,200,550,400,500,500,150,400,200,550
42,10,7,3,4800,7200,500,500,750,200,600,350,650,400,500,750,200,600,350,650,400,500,750,150,400,350,650
43,9,5,5,6000,4800,550,550,550,400,700,400,700,550,550,550,300,650,400,700,550,550,550,300,650,400,700
44,6,8,5,5400,4800,400,400,400,350,550,350,550,400,400,400,200,550,350,550,400,400,400,150,400,350,550
45,10,5,3,7200,4800,500,500,550,150,400,150,400,500,500,550,150,400,150,400,500,500,550,150,400,150,400
46,8,6,3,6000,4800,500,500,500,250,450,250,450,500,500,500,250,450,250,450,500,500,500,150,450,250,450
47,9,10,3,3600,5400,700,700,700,300,700,300,700,700,700,700,300,700,300,700,700,700,700,300,700,300,700
48,7,8,4,4200,5400,650,650,650,200,550,200,550,650,650,650,200,550,200,550,550,550,650,200,550,200,550
49,9,10,3,4800,6000,600,600,600,300,550,300,550,600,600,600,300,500,300,500,600,600,600,300,500,300,500
50,8,10,4,4800,4800,400,400,400,250,600,250,600,400,400,400,250,600,250,600,400,400,400,250,600,250,600
51,8,7,5,4800,7200,450,450,450,350,700,350,700,450,450,450,350,700,350,700,450,450,450,350,700,350,700
52,10,5,3,4200,4800,550,550,550,250,750,250,750,550,550,550,250,750,250,750,550,550,550,200,550,200,550
53,9,7,3,5400,3600,550,650,650,200,600,200,600,400,400,650,200,600,200,600,400,400,650,200,600,200,600
54,10,6,4,4800,6600,500,500,500,400,700,400,700,500,500,500,400,700,400,700,500,500,500,250,550,250,550
55,9,8,5,4800,7200,600,600,600,200,550,200,550,600,600,600,200,550,200,550,600,600,600,200,550,200,550
56,9,9,3,3600,5400,450,450,450,400,750,400,750,400,400,400,350,550,350,550,400,400,400,200,550,200,550
57,8,5,4,3600,6000,700,700,700,350,650,350,650,450,450,700,350,650,350,650,450,450,700,150,450,350,650
58,10,7,3,4800,4800,400,450,500,200,600,200,600,400,400,500,200,600,200,600,400,400,500,200,600,200,600
59,10,6,5,5400,3600,700,700,700,200,500,400,650,600,600,600,200,500,250,650,600,600,600,200,500,250,650
60,6,10,4,7200,4800,450,450,800,250,750,250,750,400,450,800,200,500,200,500,400,450,800,200,500,200,500
61,8,6,3,3600,4800,750,750,750,400,800,400,800,750,750,750,400,800,400,800,750,750,750,400,800,400,800
62,10,5,5,6000,6000,550,550,550,350,550,350,550,550,550,550,150,400,150,400,550,550,550,150,400,150,400
63,9,8,3,6600,5400,650,650,650,300,750,300,750,650,650,650,300,750,300,750,650,650,650,200,600,200,600
64,9,5,4,4200,3600,550,550,550,300,600,300,600,550,550,550,300,600,300,600,550,550,550,300,600,300,600
65,7,8,5,5400,4800,800,800,800,300,600,300,600,500,800,800,300,600,300,600,500,800,800,200,600,300,600
66,6,5,5,6600,5400,650,650,650,300,450,300,450,650,650,650,300,450,300,450,650,650,650,150,400,150,400
67,10,6,5,4800,5400,650,650,650,300,500,300,500,650,650,650,150,400,300,500,650,650,650,150,400,300,500
68,9,5,5,7200,4800,650,650,650,350,550,350,550,650,650,650,350,550,350,550,650,650,650,350,550,350,550
69,10,5,3,4800,5400,750,750,750,250,450,250,450,650,750,750,150,400,250,450,650,750,750,150,400,250,450
70,8,6,3,4800,6600,450,550,550,200,550,200,550,450,550,550,150,450,150,450,450,550,550,150,450,150,450
71,6,5,3,6600,7200,600,600,600,300,450,300,450,600,600,600,300,450,300,450,550,600,600,300,450,300,450
72,8,10,4,5400,4200,650,650,650,350,700,350,700,650,650,650,350,700,350,700,600,650,650,350,700,350,700
73,8,8,3,3600,5400,800,800,800,300,600,300,600,800,800,800,300,600,300,600,800,800,800,300,600,300,600
74,10,7,3,5400,6000,750,750,750,350,550,350,550,650,650,650,350,550,350,550,600,650,650,350,550,350,550
75,10,6,4,6000,4800,500,500,500,400,650,400,650,500,500,500,250,500,250,500,500,500,500,250,400,250,500
76,6,9,4,4200,6000,700,700,700,350,800,350,800,400,400,700,250,400,350,800,400,400,700,250,400,350,800
77,9,9,4,4800,4200,500,500,750,300,450,300,450,500,500,750,150,450,150,450,500,500,750,150,450,150,450
78,10,10,4,4800,3600,650,800,800,300,500,300,500,500,500,500,300,500,300,500,500,500,500,300,500,300,500
79,10,6,5,4200,3600,450,450,450,400,650,400,650,450,450,450,150,400,150,400,400,400,450,150,400,150,400
80,6,10,5,4200,6000,400,400,400,250,600,250,600,400,400,400,150,450,150,450,400,400,400,150,450,150,450
81,8,5,3,4800,6000,400,400,450,250,450,250,450,400,400,450,250,450,250,450,400,400,400,250,450,250,450
82,10,10,3,4200,6000,700,700,700,300,500,300,500,700,700,700,300,500,300,500,700,700,700,300,500,300,500
83,9,7,3,5400,6600,600,600,800,350,550,350,550,500,500,800,350,550,350,550,500,500,800,350,550,350,550
84,9,9,5,4800,3600,450,450,450,250,700,250,700,450,450,450,250,700,250,700,450,450,450,250,700,250,700
85,8,10,3,5400,4800,400,400,400,250,700,250,700,400,400,400,150,400,250,700,400,400,400,150,400,250,700
86,7,10,5,6600,5400,550,550,650,300,550,300,800,550,550,550,150,400,150,400,550,550,550,150,400,150,400
87,8,8,5,6600,6000,700,700,700,150,400,350,700,700,700,700,150,400,350,700,650,650,650,150,400,350,700
88,6,6,5,3600,5400,750,750,750,300,700,300,700,750,750,750,250,400,300,700,750,750,750,250,400,300,700
89,10,10,3,6600,6600,700,700,700,300,650,300,650,700,700,700,300,650,300,650,700,700,700,250,450,300,500
90,7,7,3,4800,6600,400,400,450,250,650,250,650,400,400,450,250,650,250,650,400,400,450,250,650,250,650
91,8,7,3,4200,4200,450,450,450,200,600,350,650,400,400,400,200,600,350,650,400,400,400,200,600,350,650
92,8,6,4,4800,5400,400,400,400,250,750,250,750,400,400,400,250,750,250,750,400,400,400,250,750,250,750
93,10,10,5,4800,4800,650,650,750,200,450,200,450,650,650,750,200,450,200,450,650,650,750,200,450,200,450
94,7,9,4,4800,3600,750,750,750,400,750,400,750,750,750,750,150,400,150,400,750,750,750,150,400,150,400
95,10,6,3,4200,6000,800,800,800,200,550,200,550,750,800,800,200,550,200,550,550,550,800,200,550,200,550
96,9,10,4,6000,7200,400,450,450,150,400,200,400,400,450,450,150,400,200,400,400,450,450,150,400,200,400
97,6,6,5,4200,7200,500,500,700,250,450,250,450,500,500,700,250,450,250,450,500,500,700,250,450,250,450
98,10,8,4,3600,6600,600,600,600,300,600,300,600,600,600,600,300,600,300,600,600,600,600,300,600,300,600
99,8,8,4,7200,4800,450,450,450,300,700,300,700,450,450,450,300,700,300,700,450,450,450,150,400,150,400
100,9,6,3,4800,4800,600,600,600,400,700,400,700,600,600,600,200,600,400,700,600,600,600,200,600,400,700
101,10,6,4,4800,6000,550,550,550,300,700,300,700,550,550,550,300,700,300,700,400,400,550,300,500,300,700
102,7,8,4,7200,6600,450,450,450,250,550,350,600,450,450,450,200,400,350,600,450,450,450,200,400,350,600
103,6,5,3,6600,6600,650,650,650,200,600,200,600,650,650,650,200,600,200,600,450,450,500,200,600,200,600
104,8,5,4,3600,4800,400,400,700,300,800,300,800,400,400,700,300,800,300,800,400,400,450,300,800,300,800
105,6,5,4,6600,3600,400,400,500,300,450,300,750,400,400,500,300,450,300,750,400,400,500,300,450,300,750
106,9,5,5,4200,4200,600,600,600,300,500,300,500,600,600,600,200,500,200,500,600,600,600,200,500,200,500
107,8,9,5,3600,6600,500,500,500,350,750,350,750,500,500,500,150,450,350,750,500,500,500,150,450,350,750
108,8,5,4,4200,4200,600,600,700,250,750,250,750,600,600,700,250,750,250,750,600,600,700,250,750,250,750
109,10,7,5,7200,7200,400,400,400,250,450,350,800,400,400,400,200,400,350,800,400,400,400,200,400,350,800
