case_id,N_st,n_x,n_y,l_x_mm,l_y_mm,C_G1_Corner_b,C_G1_Edge_b,C_G1_Interior_b,B_G1_Edge_b,B_G1_Edge_h,B_G1_Interior_b,B_G1_Interior_h,C_G2_Corner_b,C_G2_Edge_b,C_G2_Interior_b,B_G2_Edge_b,B_G2_Edge_h,B_G2_Interior_b,B_G2_Interior_h,C_G3_Corner_b,C_G3_Edge_b,C_G3_Interior_b,B_G3_Edge_b,B_G3_Edge_h,B_G3_Interior_b,B_G3_Interior_h
9000,7,9,5,4200,4200,550,550,550,350,550,350,550,550,550,550,350,550,350,550,550,550,550,200,550,350,550
9001,9,10,3,7200,7200,400,400,400,150,400,350,800,400,400,400,150,400,150,450,400,400,400,150,400,150,400
9002,7,7,3,5400,6000,450,500,500,250,500,400,650,450,500,500,150,400,150,400,400,400,400,150,400,150,400
9003,8,8,5,3600,6000,700,700,700,300,700,300,700,700,700,700,250,600,250,600,400,400,700,250,600,250,600
9004,7,5,4,5400,6600,400,400,400,250,550,250,550,400,400,400,200,500,250,550,400,400,400,200,500,250,550
9005,8,6,5,7200,5400,650,650,700,300,700,300,700,650,650,700,150,450,150,450,650,650,700,150,450,150,450
9006,10,7,3,6000,4800,400,400,400,300,700,300,700,400,400,400,150,400,150,400,400,400,400,150,400,150,400
9007,8,7,3,6600,5400,800,800,800,150,400,150,400,800,800,800,150,400,150,400,800,800,800,150,400,150,400
9008,10,9,5,6600,7200,450,450,500,400,600,400,600,450,450,500,400,600,400,600,400,400,500,400,600,400,600
9009,9,7,3,7200,7200,750,750,750,200,550,200,550,750,750,750,200,550,200,550,750,750,750,150,450,150,450
9010,6,6,3,5400,6600,650,650,650,200,450,200,450,650,650,650,200,450,200,450,650,650,650,200,450,200,450
9011,6,9,4,5400,3600,600,600,600,200,550,200,550,600,600,600,200,550,200,550,600,600,600,200,550,200,550
9012,7,7,4,7200,6600,750,750,750,200,550,250,550,550,550,750,150,450,150,450,400,550,750,150,450,150,450
9013,8,5,4,4200,3600,550,550,550,200,600,200,600,550,550,550,200,600,200,600,550,550,550,200,600,200,600
9014,6,5,4,4800,6600,600,600,600,350,650,350,650,600,600,600,350,650,350,650,500,500,500,200,500,350,650
9015,9,7,5,5400,3600,400,400,400,200,500,200,500,400,400,400,200,500,200,500,400,400,400,200,500,200,500
9016,9,7,5,7200,4800,650,650,650,200,600,200,600,650,650,650,200,600,200,600,650,650,650,200,600,200,600
9017,7,9,4,7200,5400,600,600,600,200,400,200,500,600,600,600,150,400,150,400,600,600,600,150,400,150,400
9018,10,5,5,4800,4800,550,550,550,150,400,150,400,550,550,550,150,400,150,400,550,550,550,150,400,150,400
9019,8,8,4,7200,3600,400,400,400,400,750,400,750,400,400,400,150,400,150,400,400,400,400,150,400,150,400
9020,10,8,5,3600,4200,400,400,400,400,650,400,650,400,400,400,150,400,400,650,400,400,400,150,400,400,650
9021,7,10,5,5400,5400,500,500,500,300,600,300,600,500,500,500,150,400,300,600,450,450,500,150,400,300,600
9022,6,7,3,7200,3600,400,400,400,150,450,300,600,400,400,400,150,450,300,600,400,400,400,150,450,300,600
9023,8,5,5,4800,3600,700,700,700,400,700,400,700,600,600,600,400,700,400,700,600,600,600,400,700,400,700
9024,8,8,4,3600,5400,750,750,750,300,650,300,650,750,750,750,300,650,300,650,750,750,750,150,400,150,400
9025,6,7,4,6600,5400,650,650,650,350,550,350,550,650,650,650,250,450,350,550,650,650,650,250,450,350,550
9026,8,6,3,3600,4200,600,600,600,200,500,200,500,600,600,600,150,400,150,400,600,600,600,150,400,150,400
9027,6,8,5,7200,6600,750,750,750,150,450,200,450,750,750,750,150,450,200,450,750,750,750,150,450,200,450
9028,6,5,3,6000,4200,700,700,700,150,400,300,500,400,400,700,150,400,200,400,400,400,700,150,400,200,400
9029,9,8,5,6600,4800,400,400,400,150,400,150,400,400,400,400,150,400,150,400,400,400,400,150,400,150,400
9030,10,9,5,6600,4200,650,650,650,250,700,250,700,650,650,650,250,700,250,700,650,650,650,150,400,250,700
9031,6,5,3,4200,6600,750,750,750,350,600,350,600,750,750,750,350,600,350,600,750,750,750,350,600,350,600
9032,7,10,5,5400,4800,450,750,750,350,800,350,800,400,750,750,350,800,350,800,400,750,750,350,800,350,800
9033,9,9,4,6600,6600,450,450,500,200,550,200,550,450,450,500,200,550,200,550,450,450,450,150,450,150,450
9034,10,10,4,6600,4800,550,550,550,250,700,250,700,450,550,550,250,700,250,700,450,550,550,150,400,150,400
9035,7,7,3,6000,6600,750,800,800,300,600,300,600,750,800,800,300,600,300,600,750,800,800,200,400,200,400
9036,9,5,4,3600,6000,600,600,600,250,400,300,600,550,550,550,250,400,300,600,550,550,550,200,400,200,450
9037,6,8,3,7200,7200,600,600,600,250,500,250,500,500,500,600,200,450,250,500,500,500,600,200,450,250,500
9038,10,9,5,7200,7200,600,600,600,150,400,150,400,550,600,600,150,400,150,400,550,600,600,150,400,150,400
9039,8,6,5,6600,3600,700,700,700,350,750,350,750,400,400,700,200,400,200,400,400,400,700,200,400,200,400
9040,8,9,4,7200,6600,750,750,750,150,400,300,450,750,750,750,150,400,250,400,750,750,750,150,400,250,400
9041,8,9,5,7200,4200,400,550,550,200,600,200,600,400,550,550,200,600,200,600,400,550,550,150,400,200,600
9042,6,9,4,7200,4800,650,650,650,250,400,300,550,650,650,650,250,400,300,550,500,650,650,250,400,300,550
9043,9,7,4,4200,7200,800,800,800,300,600,300,600,700,800,800,300,600,300,600,700,800,800,250,400,300,600
9044,6,6,3,6600,3600,550,550,550,250,400,300,750,550,550,550,250,400,300,750,500,550,550,250,400,300,750
9045,7,7,4,6600,3600,400,450,450,200,600,200,600,400,450,450,150,400,150,400,400,450,450,150,400,150,400
9046,6,9,3,5400,4200,600,700,700,300,600,300,600,600,700,700,300,550,300,550,600,700,700,300,550,300,550
9047,10,10,3,5400,4800,400,500,500,400,800,400,800,400,500,500,400,800,400,800,400,500,500,400,800,400,800
9048,9,10,3,3600,4800,650,650,650,400,600,400,600,650,650,650,400,600,400,600,650,650,650,400,600,400,600
9049,9,8,3,6600,7200,700,700,700,250,750,250,750,700,700,700,250,750,250,750,700,700,700,250,750,250,750
9050,8,8,5,7200,4800,400,400,400,250,700,250,700,400,400,400,250,700,250,700,400,400,400,150,450,250,700
9051,9,9,3,4800,5400,500,500,700,200,400,200,450,500,500,700,200,400,200,450,500,500,700,200,400,200,450
9052,8,7,5,6000,5400,400,400,400,150,400,150,400,400,400,400,150,400,150,400,400,400,400,150,400,150,400
9053,9,8,3,4800,4200,600,600,600,350,550,350,550,600,600,600,350,550,350,550,600,600,600,350,550,350,550
9054,8,9,3,3600,4200,400,550,550,250,500,250,500,400,550,550,250,500,250,500,400,500,500,150,400,150,400
9055,6,9,3,3600,4200,800,800,800,250,700,250,700,800,800,800,150,450,250,700,800,800,800,150,450,250,700
9056,10,5,5,4800,6000,500,500,500,250,500,250,500,500,500,500,150,450,150,450,500,500,500,150,450,150,450
9057,9,9,5,7200,5400,650,650,650,300,600,300,600,600,600,650,250,600,250,600,600,600,650,250,600,250,600
9058,8,10,3,3600,6600,400,400,400,250,450,300,700,400,400,400,250,450,300,700,400,400,400,150,400,300,700
9059,10,5,4,6000,7200,650,650,650,300,650,300,650,650,650,650,300,650,300,650,650,650,650,300,650,300,650
9060,9,9,3,3600,4800,500,500,500,300,800,300,800,450,450,500,300,800,300,800,450,450,500,300,800,300,800
9061,7,9,5,4800,4800,400,400,400,300,600,300,600,400,400,400,250,400,250,400,400,400,400,250,400,250,400
9062,7,9,4,4800,6000,750,750,750,400,800,400,800,750,750,750,400,800,400,800,500,500,500,150,450,150,450
9063,6,7,3,7200,5400,700,700,700,200,600,200,600,700,700,700,200,600,200,600,700,700,700,200,600,200,600
9064,6,5,4,6000,6600,700,700,700,200,450,300,600,700,700,700,200,450,300,600,700,700,700,200,450,300,600
9065,8,6,5,5400,6600,600,650,650,250,500,250,500,600,650,650,250,500,250,500,550,550,550,250,500,250,500
9066,10,8,5,7200,6600,550,550,550,350,550,350,550,450,550,550,350,550,350,550,450,550,550,350,550,350,550
9067,8,10,4,6600,3600,750,750,750,350,600,350,600,750,750,750,350,600,350,600,750,750,750,350,600,350,600
9068,10,5,4,5400,4800,750,750,750,250,600,250,600,550,550,750,250,400,250,400,550,550,750,150,400,150,400
9069,7,5,5,5400,5400,800,800,800,300,800,300,800,750,800,800,300,800,300,800,750,800,800,150,450,150,450
