case_id,N_st,n_x,n_y,l_x_mm,l_y_mm,C_G1_Corner_b,C_G1_Edge_b,C_G1_Interior_b,B_G1_Edge_b,B_G1_Edge_h,B_G1_Interior_b,B_G1_Interior_h,C_G2_Corner_b,C_G2_Edge_b,C_G2_Interior_b,B_G2_Edge_b,B_G2_Edge_h,B_G2_Interior_b,B_G2_Interior_h,C_G3_Corner_b,C_G3_Edge_b,C_G3_Interior_b,B_G3_Edge_b,B_G3_Edge_h,B_G3_Interior_b,B_G3_Interior_h
6000,10,7,3,6000,6600,550,800,800,250,750,250,750,550,800,800,250,750,250,750,550,800,800,250,750,250,750
6001,10,7,4,6600,4800,450,450,450,300,800,300,800,400,400,450,300,800,300,800,400,400,450,300,800,300,800
6002,6,5,3,4200,4800,750,750,750,350,650,350,650,750,750,750,300,450,350,650,750,750,750,300,450,350,650
6003,10,10,5,5400,6000,700,800,800,150,450,150,450,700,800,800,150,450,150,450,700,800,800,150,450,150,450
6004,10,8,5,7200,7200,750,750,750,250,650,250,650,750,750,750,250,650,250,650,600,750,750,250,400,250,400
6005,7,8,4,7200,7200,450,450,450,250,650,250,650,400,450,450,150,400,150,400,400,450,450,150,400,150,400
6006,9,9,3,6600,4800,500,500,500,400,600,400,600,500,500,500,150,400,150,400,500,500,500,150,400,150,400
6007,9,8,3,6000,4800,450,450,450,350,650,350,650,400,400,400,350,650,350,650,400,400,400,350,650,350,650
6008,6,5,4,4200,6000,750,750,750,250,550,250,550,750,750,750,250,550,250,550,750,750,750,150,450,250,550
6009,7,6,5,4800,5400,700,700,700,400,750,400,750,700,700,700,300,750,300,750,700,700,700,300,750,300,750
6010,9,8,5,6600,7200,800,800,800,350,600,350,600,800,800,800,350,600,350,600,400,400,400,350,600,350,600
6011,9,5,5,3600,6000,400,400,400,200,600,200,600,400,400,400,200,600,200,600,400,400,400,200,600,200,600
6012,9,5,4,3600,6000,550,550,550,200,450,200,450,450,500,500,200,450,200,450,450,500,500,200,450,200,450
6013,8,8,3,7200,5400,400,400,400,200,450,350,550,400,400,400,200,450,350,550,400,400,400,200,400,200,400
6014,6,8,5,4200,5400,800,800,800,400,650,400,650,800,800,800,150,400,150,400,800,800,800,150,400,150,400
6015,7,9,3,6600,4800,750,750,750,250,500,400,800,750,750,750,250,500,400,800,750,750,750,250,500,400,800
