case_id,N_st,n_x,n_y,l_x_mm,l_y_mm,C_G1_Corner_b,C_G1_Edge_b,C_G1_Interior_b,B_G1_Edge_b,B_G1_Edge_h,B_G1_Interior_b,B_G1_Interior_h,C_G2_Corner_b,C_G2_Edge_b,C_G2_Interior_b,B_G2_Edge_b,B_G2_Edge_h,B_G2_Interior_b,B_G2_Interior_h,C_G3_Corner_b,C_G3_Edge_b,C_G3_Interior_b,B_G3_Edge_b,B_G3_Edge_h,B_G3_Interior_b,B_G3_Interior_h
8000,9,7,4,6600,4200,750,750,750,250,450,250,750,750,750,750,250,400,250,400,450,500,500,250,400,250,400
8001,9,5,3,4800,4800,700,700,700,250,400,250,400,450,450,500,200,400,250,400,450,450,500,200,400,250,400
8002,7,8,5,7200,6000,600,600,600,250,550,250,550,600,600,600,250,550,250,550,450,600,600,250,400,250,400
8003,8,9,4,5400,6000,700,700,700,150,400,150,400,700,700,700,150,400,150,400,700,700,700,150,400,150,400
8004,8,7,4,6000,6600,800,800,800,300,650,300,650,450,800,800,300,650,300,650,400,800,800,300,650,300,650
8005,9,8,4,6000,4200,550,550,550,400,650,400,650,450,550,550,200,450,400,650,450,550,550,200,450,400,650
8006,9,7,4,7200,6600,450,450,550,300,450,300,450,400,400,550,300,450,300,450,400,400,550,150,400,300,450
8007,9,8,5,3600,6000,600,600,600,150,400,400,600,500,500,500,150,400,400,600,500,500,500,150,400,150,400
8008,9,5,4,6600,5400,550,550,550,200,400,200,400,550,550,550,200,400,200,400,550,550,550,200,400,200,400
8009,7,8,5,6600,7200,800,800,800,300,650,300,650,550,550,800,250,500,250,500,550,550,800,250,500,250,500
8010,8,7,4,4800,5400,500,500,500,150,450,150,450,500,500,500,150,450,150,450,500,500,500,150,450,150,450
8011,9,10,4,3600,4800,550,550,550,350,750,350,750,550,550,550,200,600,350,750,500,500,550,200,550,200,550
8012,9,10,4,4800,4800,700,700,700,300,800,300,800,700,700,700,300,800,300,800,400,700,700,300,800,300,800
8013,6,10,4,7200,4800,400,400,400,350,550,350,550,400,400,400,150,450,150,450,400,400,400,150,450,150,450
8014,9,6,5,6000,4200,550,550,550,250,600,250,600,450,450,450,250,600,250,600,450,450,450,250,600,250,600
8015,9,8,3,6000,5400,600,600,600,250,750,250,750,450,450,450,250,750,250,750,450,450,450,150,450,150,450
8016,8,5,4,5400,4200,500,500,500,300,500,300,500,500,500,500,300,500,300,500,500,500,500,300,500,300,500
8017,10,10,4,5400,7200,800,800,800,200,500,200,500,700,800,800,200,500,200,500,700,750,800,150,400,150,400
8018,7,10,4,4200,6000,750,750,750,350,700,350,700,750,750,750,350,700,350,700,750,750,750,350,700,350,700
8019,6,7,3,6600,5400,550,550,550,250,600,250,600,500,500,550,250,600,250,600,500,500,550,150,450,150,450
8020,9,5,4,5400,5400,500,750,750,250,750,250,750,500,750,750,250,750,250,750,500,750,750,250,750,250,750
8021,6,8,4,6000,4800,450,450,450,400,700,400,750,450,450,450,150,450,400,750,400,400,400,150,450,400,750
8022,7,6,5,5400,6600,800,800,800,200,600,200,600,800,800,800,200,600,200,600,800,800,800,200,600,200,600
8023,9,6,4,3600,6000,400,600,600,150,400,150,400,400,600,600,150,400,150,400,400,600,600,150,400,150,400
8024,6,5,5,7200,4200,500,500,500,250,400,350,550,500,500,500,250,400,350,550,450,450,450,250,400,350,550
8025,10,9,5,4800,7200,800,800,800,200,500,200,500,400,800,800,200,500,200,500,400,800,800,200,500,200,500
8026,10,7,4,4800,6000,750,750,750,400,600,400,600,750,750,750,300,450,400,600,750,750,750,300,450,400,600
8027,10,7,4,5400,3600,750,750,750,400,750,400,750,750,750,750,400,750,400,750,550,550,750,300,450,300,450
8028,7,8,4,4200,5400,600,600,600,250,450,250,450,550,550,600,250,450,250,450,550,550,600,250,450,250,450
8029,8,7,4,7200,6600,800,800,800,400,600,400,600,800,800,800,150,400,150,400,800,800,800,150,400,150,400
8030,6,10,5,7200,4200,450,450,450,250,700,250,700,450,450,450,250,700,250,700,450,450,450,250,700,250,700
8031,10,5,5,3600,5400,800,800,800,200,400,200,550,800,800,800,200,400,200,550,800,800,800,200,400,200,500
8032,10,5,5,5400,6600,400,450,500,300,700,300,700,400,450,500,300,700,300,700,400,450,500,300,700,300,700
8033,8,9,5,6000,4800,600,600,600,200,500,200,500,600,600,600,150,450,150,450,400,600,600,150,450,150,450
8034,7,10,5,4800,7200,400,400,400,350,650,350,650,400,400,400,350,650,350,650,400,400,400,300,450,300,450
8035,6,6,4,4800,6000,750,750,750,250,500,250,500,550,750,750,150,450,250,500,550,750,750,150,450,250,500
8036,10,8,5,7200,7200,750,750,750,350,700,350,700,550,550,750,350,700,350,700,550,550,750,350,700,350,700
8037,9,10,5,6000,3600,700,700,700,250,400,350,700,700,700,700,150,400,350,700,400,700,700,150,400,350,700
8038,10,9,5,4200,6000,700,700,700,250,550,250,550,700,700,700,150,450,150,450,500,500,700,150,400,150,400
8039,8,5,4,6600,4200,800,800,800,300,700,300,700,800,800,800,300,700,300,700,700,800,800,200,600,300,700
8040,6,8,5,6000,4800,750,750,750,250,550,250,550,750,750,750,250,450,250,550,500,500,500,250,450,250,450
8041,9,10,3,5400,6000,450,450,450,200,450,200,450,450,450,450,200,450,200,450,450,450,450,200,450,200,450
